FBgn	symbol	CG_alias	chr	start	end
FBgn0265252	asRNA:CR44266		X	11570455	11571358
FBgn0030311	CG11699		X	11570621	11571718
FBgn0027259	Kmn1	CG1558	X	11571383	11572442
FBgn0030313	Reepl1	CG11697	X	11572707	11573640
FBgn0030314	CG11696		X	11573731	11576152
FBgn0000618	e(y)2	CG15191	X	11576118	11576620
FBgn0030316	CG11695		X	11576883	11578806
FBgn0019660	lncRNA:roX2		X	11579065	11580432
FBgn0002948	nod	CG1763	X	11580772	11585750
FBgn0030317	pkm	CG1561	X	11581957	11584175
FBgn0262853	CR43217		X	11586228	11586944
FBgn0262852	CR43216		X	11587283	11589173
FBgn0262851	CR43215		X	11589376	11591266
FBgn0262850	CR43214		X	11591469	11593359
FBgn0262849	CR43213		X	11593562	11595452
FBgn0262848	CR43212		X	11595655	11597545
FBgn0262847	CR43211		X	11597748	11599638
FBgn0030318	rho-4	CG1697	X	11599838	11606288
FBgn0030319	CG2533		X	11603243	11604194
FBgn0030320	CG2247		X	11606290	11611652
FBgn0030321	CG1703		X	11611927	11615128
FBgn0288833	RPA3	CG15220	X	11615097	11615840
FBgn0002723	Met	CG1705	X	11616124	11621280
FBgn0004370	Ptp10D	CG1817	X	11622015	11677338
FBgn0030323	Vlet	CG2443	X	11677344	11678589
FBgn0014133	bif	CG1822	X	11678970	11694740
FBgn0011754	PhKgamma	CG1830	X	11695137	11704394
FBgn0030326	CG2444		X	11704310	11705300
FBgn0030327	FucT6	CG2448	X	11706575	11709951
FBgn0030328	Amun	CG2446	X	11710120	11715565
FBgn0283637	mir-9370		X	11710252	11710301
FBgn0267178	lncRNA:CR45618		X	11716063	11716720
FBgn0030329	prtp	CG1837	X	11716756	11719894
FBgn0030330	Tango10	CG1841	X	11720245	11723854
FBgn0030331	CG15221		X	11724246	11736617
FBgn0259918	inaF-B	CG42447	X	11724668	11732770
FBgn0260812	inaF-D	CG2457	X	11724668	11729099
FBgn0085351	inaF-A	CG34322	X	11726390	11733895
FBgn0085350	inaF-C	CG34321	X	11726390	11731765
FBgn0263215	CR43385		X	11741001	11742477
FBgn0002577	m	CG9369	X	11754273	11769508
FBgn0030332	CG9360		X	11763474	11764590
FBgn0004511	dy	CG9355	X	11769769	11778784
FBgn0030334	Karl	CG4139	X	11787381	11792253
FBgn0266277	asRNA:CR44962		X	11790796	11791777
FBgn0000259	CkIIbeta	CG15224	X	11792533	11801587
FBgn0001218	Hsc70-3	CG4147	X	11801696	11807117
FBgn0030336	Dph6	CG1578	X	11808506	11816551
FBgn0266019	rudhira	CG32662	X	11816898	11837460
FBgn0030338	CG15741		X	11837543	11838026
FBgn0264509	asRNA:CR43908		X	11837633	11838026
FBgn0030339	Cyp28c1	CG1895	X	11839608	11841503
FBgn0030340	CG15740		X	11842662	11846099
FBgn0267179	lncRNA:CR45619		X	11849777	11850072
FBgn0030341	p24-1	CG1967	X	11850909	11852530
FBgn0030342	CG10347		X	11852692	11854931
FBgn0030343	ATP7	CG1886	X	11855022	11864754
FBgn0030344	Nrd1	CG2025	X	11864651	11868893
FBgn0030345	CG1847		X	11869170	11871168
FBgn0030346	BORCS5	CG11802	X	11871299	11872779
FBgn0030347	CG15739		X	11873319	11875346
FBgn0030348	CG10352		X	11875306	11877168
FBgn0030349	CG10353		X	11877737	11887162
FBgn0030350	SelG	CG1844	X	11887284	11888240
FBgn0030351	CG1840		X	11888352	11889186
FBgn0030352	sicily	CG15738	X	11891732	11893745
FBgn0260780	wisp	CG15737	X	11893943	11899920
FBgn0030354	Upf1	CG1559	X	11899996	11905371
FBgn0262686	CG43156		X	11906452	11906868
FBgn0250871	pot	CG2467	X	11907409	11917260
FBgn0030356	lncRNA:CR32661	CG18184	X	11917806	11918678
FBgn0262687	lncRNA:CR43157		X	11919125	11919657
FBgn0030357	Sclp	CG2471	X	11920004	11924662
FBgn0052660	lncRNA:CR32660		X	11920004	11920574
FBgn0030358	Pdzd8	CG10362	X	11926424	11930850
FBgn0263111	cac	CG1522	X	11931280	11985087
FBgn0000808	gd	CG1505	X	11985154	11987764
FBgn0003865	tsg	CG1502	X	11988062	11988948
FBgn0030359	CG18130		X	11990118	11992768
FBgn0001083	fw	CG1500	X	11992915	12003914
FBgn0030360	CG1806		X	12007176	12009904
FBgn0030361	CG1492		X	12009711	12012211
FBgn0030362	regucalcin	CG1803	X	12012377	12017375
FBgn0043001	Chrac-16	CG15736	X	12017225	12017961
FBgn0030364	Lsm12a	CG15735	X	12018640	12020719
FBgn0030365	Tango4	CG1796	X	12021068	12022746
FBgn0030366	Usp7	CG1490	X	12022837	12029032
FBgn0030367	Cyp311a1	CG1488	X	12029754	12031465
FBgn0030369	Cyp318a1	CG1786	X	12032632	12035283
FBgn0267001	Ten-a	CG32659	X	12043698	12335214
FBgn0264675	lncRNA:CR43960		X	12043698	12116041
FBgn0030370	Uch-L5R	CG1950	X	12055338	12056635
FBgn0052656	Muc11A	CG2779	X	12059795	12065144
FBgn0264676	lncRNA:CR43961	CG43961	X	12067200	12070139
FBgn0085352	CG34323		X	12070437	12071263
FBgn0030373	moon	CG12721	X	12072008	12072818
FBgn0030374	CG15734		X	12086469	12087025
FBgn0052657	lncRNA:CR32657		X	12087211	12087695
FBgn0040859	lncRNA:CR32658	CG11358	X	12091264	12092272
FBgn0030375	CG11356		X	12102797	12103840
FBgn0030376	CG2750		X	12107200	12113357
FBgn0030377	CG1924		X	12176440	12178626
FBgn0052655	CG32655		X	12234562	12235877
FBgn0267163	CG45603		X	12274635	12275155
FBgn0030384	CG2577		X	12373118	12374448
FBgn0030385	Ir11a	CG15732	X	12375596	12377755
FBgn0052651	CG32651		X	12404616	12408477
FBgn0030386	CG2574		X	12408861	12409825
FBgn0052652	lncRNA:CR32652	CG32652	X	12411018	12412181
FBgn0287828	Pkcdelta	CG10524	X	12432224	12453650
FBgn0030389	CG15927		X	12454729	12455683
FBgn0267175	lncRNA:CR45615		X	12455771	12456258
FBgn0030390	CG15731		X	12456409	12457763
FBgn0030391	Rab40	CG1900	X	12459796	12463112
FBgn0259143	CG42258	CG17788	X	12463528	12478431
FBgn0030394	Cpr11A	CG2560	X	12486970	12489448
FBgn0002562	Lsp1alpha	CG2559	X	12490291	12492982
FBgn0030395	Mks1	CG15730	X	12494395	12496597
FBgn0030396	mdu	CG2556	X	12497188	12516565
FBgn0264542	hwt	CG15729	X	12516634	12568452
FBgn0030398	Cpr11B	CG2555	X	12553124	12554235
FBgn0030400	Pits	CG1855	X	12569169	12583193
FBgn0283712	LIMK1	CG1848	X	12584385	12592193
FBgn0030403	CG1824		X	12592555	12595624
FBgn0052654	Sec16	CG2551	X	12596047	12609910
FBgn0030406	CG1463		X	12609977	12611667
FBgn0030407	Fpgs1	CG2543	X	12611867	12615530
FBgn0267181	asRNA:CR45621		X	12612108	12615780
FBgn0030408	CG11085		X	12616316	12621216
FBgn0265761	lncRNA:CR44568		X	12622212	12622771
FBgn0030409	CG15728		X	12624292	12628445
FBgn0030410	Aven	CG15727	X	12628370	12629640
FBgn0030411	CG2540		X	12629878	12631111
FBgn0030412	Tomosyn	CG2205	X	12631605	12653442
FBgn0262187	mir-970		X	12636336	12636430
FBgn0015024	CkIalpha	CG2028	X	12653626	12657834
FBgn0011837	Tis11	CG4070	X	12659415	12682560
FBgn0053963	lncRNA:CR33963		X	12659462	12660632
FBgn0283559	mir-9377		X	12665217	12665268
FBgn0286868	lncRNA:SMRG		X	12680687	12682560
FBgn0265523	Smr	CG12719	X	12684203	12742618
FBgn0030417	CG15725		X	12705854	12708841
FBgn0264678	lncRNA:CR43963		X	12717624	12730953
FBgn0267183	asRNA:CR45623		X	12742547	12742926
FBgn0030418	CG4004	CG18137	X	12744212	12749785
FBgn0287633	lncRNA:Vinr		X	12749894	12752350
FBgn0265830	lncRNA:CR44619		X	12751867	12754571
FBgn0020513	Paics	CG3989	X	12757036	12760617
FBgn0030420	pira	CG12717	X	12760642	12763611
FBgn0030421	Agpat1	CG3812	X	12765266	12772851
FBgn0052647	CG32647	CG15723	X	12771844	12784958
FBgn0259171	Pde9	CG3754	X	12785563	12897327
FBgn0030425	Nep6	CG3775	X	12801661	12804232
FBgn0030429	CG4661		X	12855688	12857722
FBgn0052650	CG32650	CG4410	X	12897503	12898669
FBgn0052649	Coq8	CG4410	X	12898768	12901114
FBgn0030431	Flad1	CG4407	X	12901353	12903516
FBgn0030432	CG4404		X	12903745	12906018
FBgn0030433	mRpL49	CG4647	X	12907105	12907942
FBgn0030434	Brms1	CG4400	X	12907986	12909622
FBgn0030435	CG4645		X	12909953	12912070
FBgn0267185	lncRNA:CR45625		X	12912560	12913009
FBgn0267186	lncRNA:CR45626		X	12914844	12915722
FBgn0086675	fne	CG4396	X	12917477	12950417
FBgn0030437	hec	CG4395	X	12950436	12957462
FBgn0052642	CG32642		X	12959220	12960790
FBgn0052644	Mur11Da	CG32644	X	12967888	12970056
FBgn0263627	asRNA:CR43636		X	12970476	12973213
FBgn0030438	CG15721		X	12970711	12973967
FBgn0262682	asRNA:CR43152	CG43152	X	12973825	12974615
FBgn0030439	CG12716		X	12974683	12976231
FBgn0052643	CG32643		X	12984524	12985071
FBgn0265597	rsh	CG15720	X	12988615	13079070
FBgn0030440	CG15719		X	13003955	13004879
FBgn0030441	CG2209		X	13022198	13022949
FBgn0030443	CG12715		X	13052847	13055328
FBgn0266114	asRNA:CR44840		X	13054218	13054689
FBgn0262222	mir-971		X	13062072	13062167
FBgn0010303	hep	CG2190	X	13079205	13090434
FBgn0261524	lic	CG12244	X	13091145	13093986
FBgn0030447	CG2200		X	13094299	13095732
FBgn0263005	Chpf	CG4351	X	13095571	13112462
FBgn0030449	Fer3HCH	CG4349	X	13107382	13108194
FBgn0250862	CG42237	CG4346	X	13115131	13123066
FBgn0052638	CG32638		X	13122876	13128794
FBgn0065101	sncRNA:204		X	13128596	13128630
FBgn0030451	CG15717		X	13128952	13134565
FBgn0030452	MFS10	CG4330	X	13129018	13134839
FBgn0052645	CG32645	CG4331	X	13139199	13153462
FBgn0030455	CG4318		X	13153461	13154924
FBgn0030456	CG4332		X	13155038	13157372
FBgn0025463	Bap60	CG4303	X	13157445	13159508
FBgn0030457	CG12096		X	13159604	13162854
FBgn0085440	Lgr4	CG4187	X	13161714	13189164
FBgn0052640	CG32640		X	13178005	13178523
FBgn0052641	CG32641		X	13184478	13184996
FBgn0030459	CG12723		X	13189643	13191883
FBgn0030460	Coq5	CG2453	X	13193094	13194551
FBgn0265630	sno	CG1903	X	13195499	13211674
FBgn0265629	CG44437	CG1903	X	13201170	13202262
FBgn0029133	REG	CG1591	X	13212325	13214408
FBgn0004456	mew	CG1771	X	13214409	13258490
FBgn0052639	CG32639		X	13235925	13236566
FBgn0030462	CG15742		X	13257392	13258495
FBgn0000346	comt	CG1618	X	13259021	13262488
FBgn0041210	HDAC4	CG1770	X	13262687	13285632
FBgn0030465	CG15743		X	13285707	13287741
FBgn0030466	Remo	CG15744	X	13288051	13294433
FBgn0030467	CG1764		X	13294473	13302415
FBgn0030468	CG1622		X	13297082	13299910
FBgn0283680	IP3K2	CG12724	X	13303633	13329303
FBgn0266376	lncRNA:CR45018		X	13304005	13308004
FBgn0040309	Prx2	CG1633	X	13329824	13331994
FBgn0052636	lncRNA:CR32636	CG15746	X	13332374	13333857
FBgn0010198	RpS15Aa	CG2033	X	13335637	13337705
FBgn0030474	CG15747		X	13338318	13341009
FBgn0267272	lncRNA:CR45708		X	13344881	13345271
FBgn0267273	lncRNA:CR45709		X	13345586	13346102
FBgn0261085	Syt12	CG10617	X	13359248	13368179
FBgn0030477	dmrt11E	CG15749	X	13368191	13370472
FBgn0030478	Alat	CG1640	X	13370606	13380160
FBgn0030479	Rbp1-like	CG1987	X	13380166	13384877
FBgn0030480	Tim9a	CG1660	X	13385210	13385893
FBgn0288857	Ype	CG1989	X	13385914	13387417
FBgn0030481	CG1662		X	13387563	13389332
FBgn0265831	lncRNA:CR44620		X	13390235	13390560
FBgn0265832	lncRNA:CR44621		X	13395830	13396361
FBgn0030482	Bcat	CG1673	X	13396899	13401224
FBgn0030483	CG12725		X	13401839	13402863
FBgn0030484	GstT4	CG1681	X	13404749	13409323
FBgn0030485	CG1998		X	13409369	13413074
FBgn0030486	Set2	CG1716	X	13413242	13421024
FBgn0265416	Neto	CG32635	X	13445903	13527282
FBgn0085353	CG34324	CG12726	X	13456534	13457663
FBgn0030492	CG15754		X	13528006	13529280
FBgn0265609	asRNA:CR44427		X	13528757	13529149
FBgn0265610	CG44428		X	13529656	13530249
FBgn0030493	CG15756		X	13534400	13536202
FBgn0030494	Cpr12A	CG15757	X	13543643	13544907
FBgn0030495	CG11816		X	13552559	13555800
FBgn0052631	CG32631	CG1733	X	13556472	13557866
FBgn0052633	CG32633	CG1733	X	13561671	13563359
FBgn0086674	Tpst	CG15758	X	13563823	13593224
FBgn0284227	CG46311		X	13563823	13590570
FBgn0004169	up	CG7107	X	13593474	13602578
FBgn0265865	lncRNA:CR44654		X	13604359	13605651
FBgn0030499	CG11178		X	13605681	13609529
FBgn0030500	Ndc80	CG9938	X	13609671	13612062
FBgn0030501	BthD	CG11177	X	13612131	13613228
FBgn0030502	tth	CG12175	X	13613193	13616586
FBgn0030503	Tango2	CG11176	X	13616989	13619207
FBgn0030504	CG2691		X	13619276	13624408
FBgn0030505	NFAT	CG11172	X	13624745	13664568
FBgn0030506	DNAlig4	CG12176	X	13664584	13667811
FBgn0030507	CG11164		X	13668014	13669573
FBgn0030508	CG15760		X	13669699	13676232
FBgn0030509	CG11162		X	13676894	13677882
FBgn0030510	CG12177		X	13677899	13680500
FBgn0030511	CG11158		X	13682952	13684616
FBgn0030512	Nadsyn	CG9940	X	13684380	13718285
FBgn0265726	Nna1	CG32627	X	13692292	13717835
FBgn0030514	Mgrn1	CG9941	X	13718734	13721977
FBgn0002878	mus101	CG11156	X	13722246	13727113
FBgn0001087	g	CG11197	X	13727204	13736278
FBgn0001612	Grip91	CG10988	X	13736570	13744683
FBgn0030518	CG11134		X	13737942	13739177
FBgn0030519	CG11151		X	13739744	13741952
FBgn0262108	lncRNA:CR42861		X	13744928	13745476
FBgn0030520	Pdcd4	CG10990	X	13745577	13755406
FBgn0264381	asRNA:CR43833		X	13755322	13756013
FBgn0052625	CG32625		X	13756164	13756826
FBgn0020909	Rtc1	CG11130	X	13757179	13758598
FBgn0004047	Yp3	CG11129	X	13759546	13761547
FBgn0003218	rdgB	CG11111	X	13762752	13779488
FBgn0030521	CtsB	CG10992	X	13779847	13782170
FBgn0030522	amrt	CG11103	X	13782459	13783381
FBgn0261244	inaE	CG11102	X	13783714	13811493
FBgn0030524	CG10993		X	13790338	13791111
FBgn0030525	Galml2	CG10996	X	13796389	13797638
FBgn0030528	CG11095		X	13811684	13812870
FBgn0030529	Clic	CG10997	X	13812971	13822307
FBgn0027537	Nup93-1	CG11092	X	13822826	13825910
FBgn0030530	jub	CG11063	X	13826041	13830317
FBgn0052626	AMPdeam	CG11058	X	13830741	13845866
FBgn0267033	mamo	CG44132	X	13846116	13990527
FBgn0030536	CG11068		X	13955236	13956574
FBgn0265866	lncRNA:CR44655		X	13990733	13991420
FBgn0000173	ben	CG18319	X	13996345	13999805
FBgn0044817	Ste12DOR	CG32616	X	14000210	14000889
FBgn0011952	tRNA:Arg-TCG-2-1		X	14014814	14014886
FBgn0011975	tRNA:Ser-CGA-1-1		X	14015045	14015126
FBgn0011976	tRNA:Ser-CGA-1-2		X	14015445	14015526
FBgn0011948	tRNA:Arg-TCG-3-1		X	14016203	14016275
FBgn0011949	tRNA:Arg-TCG-3-2		X	14016808	14016880
FBgn0011950	tRNA:Arg-TCG-3-3		X	14017010	14017082
FBgn0011951	tRNA:Arg-TCG-3-4		X	14017212	14017284
FBgn0011980	tRNA:Ser-AGA-3-1		X	14025109	14025190
FBgn0011982	tRNA:Ser-AGA-2-1		X	14025566	14025647
FBgn0053247	Ste:CG33247	CG32605	X	14046772	14047495
FBgn0053246	Ste:CG33246	CG32605	X	14048011	14048734
FBgn0053245	Ste:CG33245	CG32605	X	14049280	14050003
FBgn0053244	Ste:CG33244	CG33244	X	14050549	14051272
FBgn0053243	Ste:CG33243	CG32605	X	14051818	14052541
FBgn0053242	Ste:CG33242	CG32605	X	14053087	14053811
FBgn0053241	Ste:CG33241	CG32605	X	14054357	14055080
FBgn0053240	Ste:CG33240	CG32605	X	14055626	14056349
FBgn0053239	Ste:CG33239	CG32605	X	14056895	14057618
FBgn0053238	Ste:CG33238	CG32605	X	14058164	14058889
FBgn0053237	Ste:CG33237	CG32605	X	14059434	14060157
FBgn0053236	Ste:CG33236	CG32605	X	14060702	14061817
FBgn0011974	tRNA:Ser-AGA-1-1		X	14070641	14070722
FBgn0267962	lncRNA:CR46242		X	14097599	14097965
FBgn0011977	tRNA:Ser-CGA-1-3		X	14103363	14103444
FBgn0011953	tRNA:Arg-TCG-1-1		X	14103719	14103791
FBgn0011981	tRNA:Ser-AGA-3-2		X	14104649	14104730
FBgn0265868	lncRNA:CR44657		X	14114141	14116889
FBgn0011983	tRNA:Ser-AGA-2-2		X	14117729	14117810
FBgn0265869	lncRNA:CR44658		X	14141729	14142111
FBgn0040871	Mic10a	CG12479	X	14151579	14152006
FBgn0030537	CG12480		X	14169592	14171545
FBgn0030538	betaNACtes1	CG13402	X	14171487	14172624
FBgn0030539	CG1368		X	14174756	14175670
FBgn0030540	CG11581		X	14176923	14178456
FBgn0030541	CG11584		X	14181028	14183315
FBgn0267657	asRNA:CR45995		X	14181113	14182716
FBgn0052603	CG32603		X	14184561	14185807
FBgn0030542	CG12481		X	14187253	14187841
FBgn0030543	CG11585		X	14189516	14190755
FBgn0030544	CG13403		X	14191220	14192018
FBgn0004649	yl	CG1372	X	14193214	14199958
FBgn0263530	mir-4917		X	14199545	14199621
FBgn0030545	CG11590		X	14200178	14200907
FBgn0026713	Prp16	CG1405	X	14201362	14224732
FBgn0040153	l(1)G0469	CG11595	X	14203961	14211457
FBgn0030551	CG11674		X	14224647	14225879
FBgn0030552	mRpL38	CG15871	X	14226289	14227949
FBgn0259166	CG42271	CG33248	X	14228060	14234066
FBgn0030555	Fbxl4	CG1839	X	14234413	14237923
FBgn0030554	Dus2	CG1434	X	14237988	14240152
FBgn0030556	mRNA-cap	CG1810	X	14240266	14242822
FBgn0287604	asRNA:CR46473		X	14243302	14259236
FBgn0260482	CG32599	CG12047	X	14243686	14246514
FBgn0002873	mud	CG12047	X	14247732	14258595
FBgn0030558	Tat	CG1461	X	14261223	14265379
FBgn0284233	CG46317		X	14261223	14264844
FBgn0030559	CG13404		X	14264737	14266250
FBgn0002917	na	CG1517	X	14266367	14277416
FBgn0052602	Muc12Ea	CG5228	X	14277735	14288161
FBgn0030562	CG9400		X	14288084	14289393
FBgn0266278	lncRNA:CR44963		X	14293465	14294044
FBgn0030563	betaNACtes2	CG18157	X	14314623	14315583
FBgn0052598	betaNACtes6	CG32598	X	14316130	14317150
FBgn0052600	dpr8	CG5291	X	14322226	14462351
FBgn0052601	betaNACtes3	CG9404	X	14378806	14379826
FBgn0030566	betaNACtes4	CG18313	X	14380351	14381416
FBgn0030569	CG9411		X	14472408	14480086
FBgn0030570	CG12540		X	14496135	14497240
FBgn0264941	lncRNA:CR44110		X	14517290	14519516
FBgn0267077	lncRNA:CR45521		X	14540747	14541997
FBgn0030571	CG14414		X	14580600	14582174
FBgn0030572	mRpS25	CG14413	X	14582136	14582982
FBgn0030573	nmdyn-D6	CG5310	X	14583677	14584616
FBgn0030574	sbm	CG9413	X	14584733	14602580
FBgn0015773	NetA	CG18657	X	14604012	14653928
FBgn0030575	CG5321		X	14679568	14681418
FBgn0015774	NetB	CG10521	X	14686038	14749376
FBgn0262534	CG43088		X	14702358	14703654
FBgn0266710	hog	CG32595	X	14718273	14718942
FBgn0030576	CG15890		X	14757531	14765787
FBgn0030577	CG5334		X	14775308	14776299
FBgn0030578	CG5347		X	14776774	14777983
FBgn0020508	Ag5r2	CG9540	X	14782962	14784052
FBgn0015010	Ag5r	CG9538	X	14784664	14786551
FBgn0267078	lncRNA:CR45522		X	14786412	14787897
FBgn0003301	Adcy1	CG9533	X	14787478	14826073
FBgn0030581	CG14408		X	14826867	14832033
FBgn0030582	CG14411		X	14832647	14836262
FBgn0030583	CG14410		X	14836725	14837330
FBgn0030584	Grx5	CG14407	X	14837471	14838198
FBgn0052590	CG32590		X	14838352	14839106
FBgn0264078	Flo2	CG32593	X	14839376	14933946
FBgn0030586	CG12539		X	14842617	14844757
FBgn0030587	CG9522		X	14846472	14848808
FBgn0030588	CG9521		X	14851005	14853269
FBgn0030589	CG9519		X	14854328	14856361
FBgn0286869	lncRNA:CR46391		X	14857061	14857617
FBgn0286877	CG46399		X	14859251	14860015
FBgn0030590	CG9518		X	14862989	14871181
FBgn0266434	CG45064	CG9517	X	14875370	14882586
FBgn0266435	CG45065	CG9517	X	14875370	14882586
FBgn0030592	CG9514		X	14885952	14896891
FBgn0030593	CG9512		X	14901844	14905549
FBgn0030594	fiz	CG9509	X	14906334	14909708
FBgn0030595	CG14406		X	14909873	14910845
FBgn0030596	CG12398		X	14911781	14913812
FBgn0030597	Eo	CG9504	X	14916756	14918800
FBgn0030598	CG9503		X	14919252	14923493
FBgn0052591	CG32591		X	14927202	14928944
FBgn0027601	pdgy	CG9009	X	14933670	14953532
FBgn0266094	lncRNA:CR44831		X	14952345	14953697
FBgn0030599	CG9030		X	14954123	14955100
FBgn0000535	eag	CG10952	X	14955477	15009989
FBgn0030600	hiw	CG9049	X	15010137	15063429
FBgn0052594	be	CG5530	X	15024436	15042060
FBgn0030603	CG5541		X	15044123	15051842
FBgn0030605	ND-B18	CG5548	X	15063733	15064926
FBgn0264389	opm	CG9053	X	15064836	15066432
FBgn0030607	dob	CG5560	X	15067007	15069091
FBgn0030608	Lsd-2	CG9057	X	15069127	15076220
FBgn0265873	lncRNA:CR44662		X	15077498	15081255
FBgn0265872	lncRNA:CR44661		X	15079956	15080425
FBgn0053177	CG33177	CG5579	X	15081367	15082369
FBgn0266275	asRNA:CR44960		X	15082616	15083753
FBgn0053178	CG33178	CG5579	X	15082827	15084017
FBgn0030610	Cox17	CG9065	X	15084029	15084699
FBgn0030611	CG15027		X	15085159	15085827
FBgn0030612	Dbct	CG5599	X	15086125	15088629
FBgn0030613	Rab3-GEF	CG5627	X	15089682	15113762
FBgn0030614	CG9072		X	15095458	15096042
FBgn0030615	Cyp4s3	CG9081	X	15113302	15116542
FBgn0260006	drd	CG5652	X	15125753	15137311
FBgn0030616	RpL37-1	CG9091	X	15137870	15139367
FBgn0030617	CG9095		X	15139937	15163225
FBgn0263994	CG43737	CG15028	X	15175441	15189931
FBgn0052588	CG32588		X	15205807	15206636
FBgn0030620	CG5662		X	15210386	15211467
FBgn0262485	CG43075		X	15220271	15221176
FBgn0262486	CG43076		X	15222657	15223582
FBgn0265612	lncRNA:CR44430		X	15225513	15226256
FBgn0030622	CG9101		X	15228744	15229875
FBgn0030623	PPYR1	CG15031	X	15243859	15244913
FBgn0030624	CG9106		X	15271036	15272405
FBgn0265874	lncRNA:CR44663		X	15289362	15289705
FBgn0265875	lncRNA:CR44664		X	15290317	15290755
FBgn0030625	CG5877		X	15293031	15297169
FBgn0265611	asRNA:CR44429		X	15297312	15298217
FBgn0261703	gce	CG6211	X	15297766	15319074
FBgn0266276	asRNA:CR44961		X	15315056	15317967
FBgn0004924	Top1	CG6146	X	15319479	15328029
FBgn0263548	mir-4957		X	15319954	15320037
FBgn0015926	dah	CG6157	X	15328342	15331002
FBgn0030628	CG9114		X	15330784	15333154
FBgn0026428	HDAC6	CG6170	X	15333310	15340360
FBgn0266349	asRNA:CR44998		X	15334478	15335971
FBgn0030629	CG9123		X	15340373	15342117
FBgn0030630	CG12608		X	15342857	15344625
FBgn0030631	Prp5	CG6227	X	15345169	15350021
FBgn0000028	acj6	CG9151	X	15350239	15379064
FBgn0003132	Pp1-13C	CG9156	X	15359101	15361061
FBgn0030634	CG9164		X	15380371	15385441
FBgn0263257	Cngl	CG18210	X	15386038	15441252
FBgn0040285	Scamp	CG9195	X	15446179	15449883
FBgn0014455	Ahcy	CG11654	X	15450261	15453167
FBgn0030638	CG11655		X	15453471	15455551
FBgn0004391	shtd	CG9198	X	15455544	15462441
FBgn0030640	CG6294		X	15462722	15466812
FBgn0030641	CG6299		X	15462722	15466812
FBgn0030642	CG15642		X	15466184	15467757
FBgn0030643	CG15641		X	15467891	15468303
FBgn0026433	Grip128	CG9201	X	15468281	15472119
FBgn0030645	Alg14	CG6308	X	15472164	15472859
FBgn0267977	mh	CG9203	X	15472804	15475400
FBgn0030647	CG6324		X	15476091	15481722
FBgn0030648	CG6340		X	15482374	15486612
FBgn0027287	Gmap	CG7821	X	15486922	15511223
FBgn0266182	lncRNA:CR44888		X	15497523	15497862
FBgn0262426	mir-283		X	15507956	15508055
FBgn0262409	mir-304		X	15508959	15509046
FBgn0262395	mir-12		X	15509473	15509546
FBgn0022710	Ac13E	CG9210	X	15510877	15554278
FBgn0265453	lncRNA:CR44353		X	15547407	15547740
FBgn0265454	lncRNA:CR44354		X	15547733	15548203
FBgn0259196	CG42300	CG32584	X	15555253	15556045
FBgn0030653	CG7860		X	15568993	15570369
FBgn0030654	CG15643	CG32583	X	15570380	15572149
FBgn0030655	CG9213	CG32585	X	15572076	15574535
FBgn0259195	CG42299	CG32584	X	15574947	15575683
FBgn0262163	betaNACtes5		X	15576355	15576964
FBgn0030657	cerv	CG15645	X	15576986	15578171
FBgn0030658	CG7872		X	15578205	15579857
FBgn0030659	CG9215		X	15580930	15582874
FBgn0030660	CG8097		X	15583159	15585249
FBgn0030662	Chsy	CG9220	X	15585289	15593534
FBgn0030661	Alp11	CG8105	X	15587733	15589365
FBgn0003463	sog	CG9224	X	15603283	15633434
FBgn0265596	lncRNA:CR44423		X	15636308	15637014
FBgn0266198	lncRNA:CR44893		X	15641558	15642108
FBgn0030663	CG8117		X	15644222	15644991
FBgn0262991	asRNA:CR43299		X	15662289	15665707
FBgn0030664	CG8119		X	15662585	15663319
FBgn0030665	CG15646		X	15667885	15671029
FBgn0030666	CG12708		X	15675476	15677737
FBgn0030667	CG15599		X	15684947	15688857
FBgn0262606	lncRNA:CR43132	CG43132	X	15689490	15691146
FBgn0267079	lncRNA:CR45523		X	15691672	15692597
FBgn0267080	lncRNA:CR45524		X	15693068	15693967
FBgn0267082	lncRNA:CR45526		X	15694127	15694382
FBgn0030668	CG8128		X	15697494	15700034
FBgn0030669	Immp1	CG9240	X	15700172	15701259
FBgn0030670	Pis	CG9245	X	15701451	15703770
FBgn0030671	Hap40	CG8134	X	15704125	15705806
FBgn0030672	CG9281		X	15705806	15710539
FBgn0030673	CG15601		X	15710647	15712309
FBgn0030674	HUWE1	CG8184	X	15712628	15731935
FBgn0030675	CG8191		X	15732178	15733663
FBgn0030676	CG12379		X	15733222	15733996
FBgn0026666	MagR	CG8198	X	15734270	15735780
